premises,hypothesis,labels,Lexical Semantics,Logic,Domain, Lexical Semantics,Type,Knowledge,Predicate-Argument Structure,Key Elements,Premise Polarity,Hypothesis Certainty,Verb Category,Inference derivation,Common-Sense Type 1,Common-Sense Type 2
I don't have any homework to do.,I don't have any work to do.,neutral,,Downward monotone,,Lexical Entailment,Hyponymy,,,,,,,,,
I don't want any biscuits.,I don't want any cakes.,neutral,,Downward monotone,,Lexical Entailment,Hyponymy,,,,,,,,,
There are not any girls in the class.,There are not any women in the class.,neutral,,Downward monotone,,Lexical Entailment,Hyponymy,,,,,,,,,
There are not any boys in the class.,There are not any men in the class.,neutral,,Downward monotone,,Lexical Entailment,Hyponymy,,,,,,,,,
No copybooks are left to buy.,No books are left to buy.,neutral,,Downward monotone,,Lexical Entailment,Hyponymy,,,,,,,,,
No hen flies.,No hen moves.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No crow talks.,No crow communicates.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No kid should cry.,No child should express emotions.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No carpenter axes the trees.,No carpenter cuts the trees.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
Nobody can run in the corridors.,Nobody can move in the corridors.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No soldier staggers.,No soldier walks.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
Nobody would stab a child.,Nobody would injure a child.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
You can't gesticulate in class!,You can't communicate in class!,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No one whispers in front of other people.,No one stalks in front of other people.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
No one should slam babies.,No one should hit babies.,neutral,,Downward monotone,,Lexical Entailment,Troponymy,,,,,,,,,
Mary sliced the bread.,Mary cut the bread with a knife.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mary axed the tree.,Mary cut the tree with an axe.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mary sawed the wood.,Mary cut the wood with a saw.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
You can also slice your mushrooms if you prefer.,You can also cut your mushrooms if you prefer.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Tom hasn't axed the tree yet.,Tom hasn't cut the tree yet.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Firefighters sawed the sewer pipe in which the baby was stuck,Firefighters cut the sewer pipe in which the baby was stuck,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
It was very carefully sliced.,It was very carefully sawed.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Gabriel axed his hand and squeezed blood out over the soul.,Gabriel sliced his hand and squeezed blood out over the soul.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Two of those girls were fully awake when he sawed their necks.,Two of those girls were fully awake when he axed their necks.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
She is slicing it very carefully.,She is sawing it very carefully.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
The woodsman is axing the tree quickly.,The woodsman is slicing the tree quickly.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
The Hutus are sawing the legs off the giant Tutsis to cut them down to size.,The Hutus are axing the legs off the giant Tutsis to cut them down to size.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
Robert strolled along the beach.,Robert walked slowly along the beach.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
He was staggering and had to lean on the bar.,He was walking unsteadily and had to lean on the bar.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The elephant lumbered through the forest.,The elephant moved heavily through the forest.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I saw Richard strolling down the courtyard the other day.,I saw Richard walking down the courtyard the other day.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
"You can stroll around the village, or hike into the mountains.","You can walk around the village, or hike into the mountains.",entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The drunken man staggered.,The drunken man walked.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I saw her staggering out of this alley.,I saw her walking out of this alley.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Rick lumbered toward the door.,Rick walked toward the door.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The heavy man lumbered across the hall.,The heavy man walked across the hall.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I saw Jim staggering out of this alley.,I saw Jim strolling out of this alley.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mark and Mary strolled down the corridors.,Mark and Mary staggered down the corridors.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
The elephant strolled through the forest.,The elephant lumbered through the forest.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Jack lumbered from the desk to pantomime a Japanese bowing.,Jack staggered from the desk to pantomime a Japanese bowing.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
"We are strolling on Madison Avenue, and no one can see us!","We are staggering on Madison Avenue, and no one can see us!",contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
Carl is strolling along the beach with his Brazilian girlfriend.,Carl is lumbering along the beach with his Brazilian girlfriend.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
Bill is staggering from exhaustion.,Bill is lumbering from exhaustion.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
The inspectors must have the ability to write in the language most commonly spoken.,The inspectors must have the ability to communicate in writing in the language most commonly spoken.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
It was permitted only to talk to the other admirals.,It was permitted only to communicate orally to the other admirals.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The lecturer gesticulated during his passionate speech.,The lecturer communicated with gestures during his passionate speech.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
A lot of people write messages using mobile phones.,A lot of people communicate messages using mobile phones.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
People sometimes speak more when they're afraid.,People sometimes communicate more when they're afraid.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
It was designed to teach deaf-mutes to gesticulate.,It was designed to teach deaf-mutes to communicate.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Tom has written to Mary about John's health.,Tom has spoken to Mary about John's health.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Tom gesticulated to the prettiest girl in school.,Tom spoke to the prettiest girl in school,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Geralt wildly gesticulated in anger.,Geralt wildly wrote in anger.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Jim and Mark are talking to her doctor to discover the extent of her condition.,Jim and Mark are writing to her doctor to discover the extent of her condition.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
You're speaking but I can't undestand what you want!,You're gesticulating but I can't undestand what you want!,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
The President of the Commission is writing.,The President of the Commission is gesticulating.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
She goes to a speech therapist because she stammers.,She goes to a speech therapist because she speaks with a stammer.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I can't understand Lucy when she mumbles.,I can't understand Lucy when she speaks in a muffled voice.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The student leaned across the desk to whisper to her friend.,The student leaned across the desk to talk softly to her friend.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I love the way he stammers.,I love the way he talks.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
I become flushed and flustered and I start to mumble nonsensically like the village idiot.,I become flushed and flustered and I start to talk nonsensically like the village idiot.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Come to the wall so I can whisper.,Come to the wall so I can talk.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
The guy from Belarus stammered something in his language last week.,The guy from Belarus whispered something in his language last week.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Kate stammered when she was nervous.,Kate mumbled when she was nervous.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
The shy boy whispered his name.,The shy boy mumbled his name.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
"The old man is only stammering, don't pay attention.","The old man is only mumbling, don't pay attention.",contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
You're stammering and I can't undestand what you're saying!,You're whispering and I can't undestand what you're saying!,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
My partner is whispering sweet nothings into my ear.,My partner is mumbling sweet nothings into my ear.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
She scribbled her number on a sheet of toilet paper and handed it to me.,She wrote carelessly her number on a sheet of toilet paper and handed it to me.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mr. Jones never learned how to type a letter.,Mr. Jones never learned how to write a letter using a keyboard.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
I scribbled on my notebook while listening to the lecture.,I wrote on my notebook while listening to the lecture.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
This letter was probably typed within the last 5 years.,This letter was probably written within the last 5 years.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
We will handwrite a postcard in your name and ship it from Italy.,We will write a postcard in your name and ship it from Italy.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mark typed a love letter for his girlfriend Gina.,Mark handwrote a love letter for his girlfriend Gina.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
We'll be able to see whatever he typed last.,We'll be able to see whatever he scribbled last.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
She scribbled a note and handed it to me,She handwrote a note and handed it to me,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Detective Pennock is typing it up as we speak for you to sign.,Detective Pennock is handwriting it up as we speak for you to sign.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
Gabrielle is typing something on a tablet.,Gabrielle is scribbling something on a tablet.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
I'm scribbling in my diary with my sparkly pen.,I'm handwriting in my diary with my sparkly pen.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Hubert nods to warn Mary following him closely.,Hubert gesticulates to warn Mary following him closely.,entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
"He draws near, shrugs and tells his story.","He draws near, gesticulates and tells his story.",entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
"He winks in an arrhythmic, unsettling fashion.","He gesticulates in an arrhythmic, unsettling fashion.",entailment,,,,Lexical Entailment,Troponymy,,,,,,,,,
Robin nodded and start talking.,Robin shrugged and start talking.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
Some people nodded when she said that.,Some people winked when she said that.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
He looked at me and winked.,He looked at me and shrugged.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
She is nodding in agreement.,She is winking in agreement.,neutral,,,,Lexical Entailment,Troponymy,,,,,,,,,
I see that the President of the Commission is nodding.,I see that the President of the Commission is shrugging.,contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
"Emily is winking, dumb ass!","Emily is shrugging, dumb ass!",contradiction,,,,Lexical Entailment,Troponymy,,,,,,,,,
Mark plays the guitar as a hobby.,Mark plays an instrument as a hobby.,entailment,,,,Lexical Entailment,Phraseme,,,,,,,,,
Mark plays the guitar as a hobby.,Mark plays a musical instrument as a hobby.,entailment,,,,Lexical Entailment,Phraseme,,,,,,,,,
The doctor uses the cardiograph every day.,The doctor uses an instrument every day.,entailment,,,,Lexical Entailment,Phraseme,,,,,,,,,
The doctor uses the cardiograph.,The doctor uses a medical instrument.,entailment,,,,Lexical Entailment,Phraseme,,,,,,,,,
Mark bought a guitar five years ago.,Mark bought a medical instrument five years ago.,neutral,,,,Lexical Entailment,Phraseme,,,,,,,,,
The doctor bought a cardiograph last week.,The doctor bought a musical instrument last week.,neutral,,,,Lexical Entailment,Phraseme,,,,,,,,,
The doctor bought a medical instrument last month.,The doctor bought a musical instrument last month.,neutral,,,,Lexical Entailment,Phraseme,,,,,,,,,
Mark is using a guitar to break the wall.,Mark is using a medical instrument to break the wall.,contradiction,,,,Lexical Entailment,Phraseme,,,,,,,,,
The doctor is using a cardiograph.,The doctor is using a musical instrument.,contradiction,,,,Lexical Entailment,Phraseme,,,,,,,,,
